id,name,symbol,slug,num_market_pairs,date_added,tags,max_supply,circulating_supply,total_supply,infinite_supply,platform,cmc_rank,self_reported_circulating_supply,self_reported_market_cap,tvl_ratio,last_updated,quote
6210,The Sandbox,SAND,the-sandbox,536,2020-08-05T00:00:00.000Z,"['collectibles-nfts', 'content-creation', 'gaming', 'ethereum-ecosystem', 'binance-launchpad', 'metaverse', 'play-to-earn', 'animoca-brands-portfolio', 'sec-security-token', 'alleged-sec-securities']",3000000000.0,2251731926.2233224,3000000000.0,False,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0x3845badAde8e6dFF049820680d1F14bD3903a5d0'}",73,,,,2024-03-26T17:56:00.000Z,"{'USD': {'price': 0.706169020912722, 'volume_24h': 207798755.7684533, 'volume_change_24h': 20.7504, 'percent_change_1h': 1.41714904, 'percent_change_24h': 1.12781192, 'percent_change_7d': 18.28428677, 'percent_change_30d': 37.00390352, 'percent_change_60d': 55.65236895, 'percent_change_90d': 15.72273326, 'market_cap': 1590103329.6990411, 'market_cap_dominance': 0.0601, 'fully_diluted_market_cap': 2118507062.74, 'tvl': None, 'last_updated': '2024-03-26T17:56:00.000Z'}}"
2424,SingularityNET,AGIX,singularitynet,228,2018-01-18T00:00:00.000Z,"['marketplace', 'ai-big-data', 'payments', 'cross-chain-dex-aggregator', 'cardano-ecosystem', 'generative-ai']",2000000000.0,1279381312.6426194,1392686826.9835198,False,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0x5B7533812759B45C2B44C19e320ba2cD2681b542'}",74,1000000000.0,1193044928.2336621,,2024-03-26T17:56:00.000Z,"{'USD': {'price': 1.1930449282336621, 'volume_24h': 244850748.01537126, 'volume_change_24h': 7.2128, 'percent_change_1h': 2.14944842, 'percent_change_24h': 0.80057219, 'percent_change_7d': 16.54593406, 'percent_change_30d': 54.72672568, 'percent_change_60d': 350.95678945, 'percent_change_90d': 247.7238511, 'market_cap': 1526359386.3252022, 'market_cap_dominance': 0.0578, 'fully_diluted_market_cap': 2386089856.47, 'tvl': None, 'last_updated': '2024-03-26T17:56:00.000Z'}}"
16086,BitTorrent (New),BTT,bittorrent-new,150,2019-01-31T00:00:00.000Z,"['platform', 'distributed-computing', 'filesharing', 'interoperability', 'staking', 'tron-ecosystem', 'storage', 'binance-launchpad', 'binance-labs-portfolio', 'web3', 'bnb-chain', 'sec-security-token', 'alleged-sec-securities', 'depin']",,968246428571000.0,990000000000000.0,False,"{'id': 1958, 'name': 'Tron20', 'symbol': 'TRX', 'slug': 'tron', 'token_address': 'TAFjULxiVgT4qWk6UZwjqwZXTSaGaqnVp4'}",75,,,,2024-03-26T17:55:00.000Z,"{'USD': {'price': 1.5588446075518476e-06, 'volume_24h': 66384316.71560656, 'volume_change_24h': 1.1105, 'percent_change_1h': 0.33798079, 'percent_change_24h': -1.37293354, 'percent_change_7d': 20.23667674, 'percent_change_30d': 44.96206208, 'percent_change_60d': 81.74387495, 'percent_change_90d': 32.65911892, 'market_cap': 1509345723.9592385, 'market_cap_dominance': 0.0571, 'fully_diluted_market_cap': 1543256161.48, 'tvl': None, 'last_updated': '2024-03-26T17:55:00.000Z'}}"
28177,Pyth Network,PYTH,pyth-network,176,2023-11-20T09:42:13.000Z,"['oracles', 'solana-ecosystem']",,1499989210.629896,9999989210.629896,False,"{'id': 5426, 'name': 'Solana', 'symbol': 'SOL', 'slug': 'solana', 'token_address': 'HZ1JovNiVvGrGNiiYvEozEVgZ58xaU3RKwX8eACQBCt3'}",76,1500000000.0,1413231584.3449328,,2024-03-26T17:55:00.000Z,"{'USD': {'price': 0.9421543895632886, 'volume_24h': 94228859.43943603, 'volume_change_24h': -9.4694, 'percent_change_1h': 1.39844083, 'percent_change_24h': -3.07387051, 'percent_change_7d': -1.42397833, 'percent_change_30d': 66.6620728, 'percent_change_60d': 133.23777148, 'percent_change_90d': 180.56989685, 'market_cap': 1413221419.0925286, 'market_cap_dominance': 0.0535, 'fully_diluted_market_cap': 9421533730.38, 'tvl': None, 'last_updated': '2024-03-26T17:55:00.000Z'}}"
13502,Worldcoin,WLD,worldcoin-org,265,2021-10-28T15:31:43.000Z,"['privacy', 'zero-knowledge-proofs', 'identity', 'ethereum-ecosystem', 'governance', 'blockchain-capital-portfolio', 'a16z-portfolio', 'token', 'optimism-ecosystem']",10000000000.0,159331326.6281414,10000000000.0,False,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0x163f8c2467924be0ae7b5347228cabf260318753'}",77,159395531.6281414,1392312767.5984943,,2024-03-26T17:55:00.000Z,"{'USD': {'price': 8.734954821987497, 'volume_24h': 427381928.89141244, 'volume_change_24h': 24.77, 'percent_change_1h': 0.7949889, 'percent_change_24h': -0.8239709, 'percent_change_7d': 8.2874741, 'percent_change_30d': -1.87184131, 'percent_change_60d': 269.12541993, 'percent_change_90d': 138.89428997, 'market_cap': 1391751939.8241487, 'market_cap_dominance': 0.0527, 'fully_diluted_market_cap': 87349548219.87, 'tvl': None, 'last_updated': '2024-03-26T17:55:00.000Z'}}"
25028,ORDI,ORDI,ordi,148,2023-05-08T05:51:24.000Z,"['bitcoin-ecosystem', 'brc-20', 'inscriptions']",21000000.0,21000000.0,21000000.0,False,"{'id': 1, 'name': 'Ordinals - BRC20', 'symbol': 'BTC', 'slug': 'bitcoin', 'token_address': 'b61b0172d95e266c18aea0c624db987e971a5d6d4ebc2aaed85da4642d635735i0'}",78,21000000.0,1381015512.9369168,,2024-03-26T17:56:00.000Z,"{'USD': {'price': 65.76264347318651, 'volume_24h': 234437047.7256379, 'volume_change_24h': 5.8241, 'percent_change_1h': 0.65584368, 'percent_change_24h': -4.11378696, 'percent_change_7d': 6.36897951, 'percent_change_30d': 0.58111002, 'percent_change_60d': 15.18856608, 'percent_change_90d': -6.3280137, 'market_cap': 1381015512.9369168, 'market_cap_dominance': 0.0522, 'fully_diluted_market_cap': 1381015512.94, 'tvl': None, 'last_updated': '2024-03-26T17:56:00.000Z'}}"
8646,Mina,MINA,mina,139,2021-03-02T00:00:00.000Z,"['pos', 'zero-knowledge-proofs', 'staking', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio']",,1074984925.8400393,1140063292.8400393,True,,79,,,,2024-03-26T17:56:00.000Z,"{'USD': {'price': 1.2779155109762004, 'volume_24h': 65062071.66240587, 'volume_change_24h': 31.1171, 'percent_change_1h': 1.35633199, 'percent_change_24h': -0.74499834, 'percent_change_7d': 4.98637408, 'percent_change_30d': -0.90552133, 'percent_change_60d': 18.88365171, 'percent_change_90d': -6.5512841, 'market_cap': 1373739910.7965865, 'market_cap_dominance': 0.052, 'fully_diluted_market_cap': 1456904565.41, 'tvl': None, 'last_updated': '2024-03-26T17:56:00.000Z'}}"
7950,Flare,FLR,flare,66,2020-12-11T00:00:00.000Z,['dwf-labs-portfolio'],,36782300139.37251,100559787198.0,False,,80,36782300139.37251,1335924200.6781347,,2024-03-26T17:55:00.000Z,"{'USD': {'price': 0.03631975693787933, 'volume_24h': 17372977.04119719, 'volume_change_24h': -35.0089, 'percent_change_1h': -1.12178324, 'percent_change_24h': -5.03368158, 'percent_change_7d': 12.76824911, 'percent_change_30d': -12.93798746, 'percent_change_60d': 69.83834603, 'percent_change_90d': 111.53967959, 'market_cap': 1335924200.6781347, 'market_cap_dominance': 0.0505, 'fully_diluted_market_cap': 3652307028.76, 'tvl': None, 'last_updated': '2024-03-26T17:55:00.000Z'}}"
11092,Bitget Token,BGB,bitget-token-new,16,2021-07-29T00:00:00.000Z,['centralized-exchange'],2000000000.0,1400000000.0,2000000000.0,False,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0x19de6b897ed14a376dda0fe53a5420d2ac828a28'}",81,1400000000.0,1333291628.6905487,,2024-03-26T17:55:00.000Z,"{'USD': {'price': 0.9523511633503919, 'volume_24h': 46844909.8843957, 'volume_change_24h': 89.5442, 'percent_change_1h': 0.41673826, 'percent_change_24h': -0.05498791, 'percent_change_7d': 7.62873025, 'percent_change_30d': -4.26724839, 'percent_change_60d': 61.71492572, 'percent_change_90d': 65.19827413, 'market_cap': 1333291628.6905487, 'market_cap_dominance': 0.0504, 'fully_diluted_market_cap': 1904702326.7, 'tvl': None, 'last_updated': '2024-03-26T17:55:00.000Z'}}"
2011,Tezos,XTZ,tezos,367,2017-10-06T00:00:00.000Z,"['pos', 'platform', 'enterprise-solutions', 'collectibles-nfts', 'defi', 'smart-contracts', 'polychain-capital-portfolio', 'boostvc-portfolio', 'winklevoss-capital-portfolio', 'layer-1']",,975768946.538929,996413450.417184,True,,82,,,,2024-03-26T17:55:00.000Z,"{'USD': {'price': 1.3524050565920083, 'volume_24h': 38913377.82388365, 'volume_change_24h': 7.7179, 'percent_change_1h': 1.26252483, 'percent_change_24h': 0.84167524, 'percent_change_7d': 11.5775747, 'percent_change_30d': 21.50589326, 'percent_change_60d': 40.01872342, 'percent_change_90d': 21.47122638, 'market_cap': 1319634857.3647046, 'market_cap_dominance': 0.0499, 'fully_diluted_market_cap': 1347554588.8, 'tvl': None, 'last_updated': '2024-03-26T17:55:00.000Z'}}"
10791,eCash,XEC,ecash,93,2021-07-08T00:00:00.000Z,['layer-1'],21000000000000.0,19672579673092.0,19672579673092.0,False,,83,19672642173092.0,1306821058.3458712,,2024-03-26T17:56:00.000Z,"{'USD': {'price': 6.642834484802073e-05, 'volume_24h': 173632261.2828135, 'volume_change_24h': -34.0659, 'percent_change_1h': 0.75030046, 'percent_change_24h': -3.59419701, 'percent_change_7d': 35.58331271, 'percent_change_30d': 99.23709727, 'percent_change_60d': 113.65063777, 'percent_change_90d': 90.23122739, 'market_cap': 1306816906.5743182, 'market_cap_dominance': 0.0494, 'fully_diluted_market_cap': 1394995241.81, 'tvl': None, 'last_updated': '2024-03-26T17:56:00.000Z'}}"
4066,Chiliz,CHZ,chiliz,445,2019-07-01T00:00:00.000Z,"['sports', 'collectibles-nfts', 'content-creation', 'payments', 'layer-1', 'sec-security-token', 'alleged-sec-securities']",8888888888.0,8888290306.524961,8888888888.0,False,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0x3506424f91fd33084466f402d5d97f05f8e3b4af'}",84,,,,2024-03-26T17:55:00.000Z,"{'USD': {'price': 0.14671202025138644, 'volume_24h': 77963422.55776042, 'volume_change_24h': 23.3477, 'percent_change_1h': 1.11135701, 'percent_change_24h': 0.53843154, 'percent_change_7d': 15.34696173, 'percent_change_30d': 16.20575485, 'percent_change_60d': 32.44753641, 'percent_change_90d': 58.10683291, 'market_cap': 1304019027.451092, 'market_cap_dominance': 0.0493, 'fully_diluted_market_cap': 1304106846.55, 'tvl': None, 'last_updated': '2024-03-26T17:55:00.000Z'}}"
1966,Decentraland,MANA,decentraland,484,2017-09-17T00:00:00.000Z,"['platform', 'collectibles-nfts', 'gaming', 'payments', 'metaverse', 'boostvc-portfolio', 'dcg-portfolio', 'fabric-ventures-portfolio', 'kenetic-capital-portfolio', 'polygon-ecosystem', 'play-to-earn', 'sec-security-token', 'alleged-sec-securities']",,1908319865.391588,2193179327.320146,False,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0x0f5d2fb29fb7d3cfee444a200298f468908cc942'}",85,,,,2024-03-26T17:55:00.000Z,"{'USD': {'price': 0.6738704803282519, 'volume_24h': 125185952.78056611, 'volume_change_24h': 12.8968, 'percent_change_1h': 0.82277195, 'percent_change_24h': 0.42763082, 'percent_change_7d': 12.82061333, 'percent_change_30d': 33.58281645, 'percent_change_60d': 49.7353049, 'percent_change_90d': 21.04177172, 'market_cap': 1285960424.3113744, 'market_cap_dominance': 0.0487, 'fully_diluted_market_cap': 1477918806.75, 'tvl': None, 'last_updated': '2024-03-26T17:55:00.000Z'}}"
14101,Ronin,RON,ronin,58,2021-11-08T17:57:40.000Z,"['platform', 'gaming', 'staking', 'layer-1']",,304956938.2723952,1000000000.0,False,,86,304962558.3532917,1274376656.629516,,2024-03-26T17:55:00.000Z,"{'USD': {'price': 4.178797107129399, 'volume_24h': 60470887.5435712, 'volume_change_24h': 39.2992, 'percent_change_1h': 1.02067814, 'percent_change_24h': -1.32000026, 'percent_change_7d': 21.3254445, 'percent_change_30d': 40.88204374, 'percent_change_60d': 80.60407551, 'percent_change_90d': 102.8216707, 'market_cap': 1274353171.4517238, 'market_cap_dominance': 0.0482, 'fully_diluted_market_cap': 4178797107.13, 'tvl': None, 'last_updated': '2024-03-26T17:55:00.000Z'}}"
7431,Akash Network,AKT,akash-network,72,2020-10-16T00:00:00.000Z,"['cosmos-ecosystem', 'ai-big-data', 'distributed-computing', 'web3', 'injective-ecosystem', 'generative-ai', 'depin']",388539008.0,231608605.440232,231608605.440232,False,,87,,,,2024-03-26T17:55:00.000Z,"{'USD': {'price': 5.366486322761591, 'volume_24h': 13864554.11223373, 'volume_change_24h': 46.4404, 'percent_change_1h': 0.79006979, 'percent_change_24h': -7.95419712, 'percent_change_7d': -7.99993698, 'percent_change_30d': 32.68921294, 'percent_change_60d': 80.00346418, 'percent_change_90d': 118.07164739, 'market_cap': 1242924413.3288908, 'market_cap_dominance': 0.047, 'fully_diluted_market_cap': 2085089272.29, 'tvl': None, 'last_updated': '2024-03-26T17:55:00.000Z'}}"
21159,Ondo,ONDO,ondo-finance,85,2024-01-18T12:06:25.000Z,"['ethereum-ecosystem', 'real-world-assets']",,1389759838.4783604,10000000000.0,False,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0xfAbA6f8e4a5E8Ab82F62fe7C39859FA577269BE3'}",89,1426647567.0,1269023560.7908976,,2024-03-26T17:56:00.000Z,"{'USD': {'price': 0.8895144043594739, 'volume_24h': 401826799.56324, 'volume_change_24h': -15.8879, 'percent_change_1h': 3.17298048, 'percent_change_24h': -2.74636024, 'percent_change_7d': 105.31030111, 'percent_change_30d': 104.05884916, 'percent_change_60d': 281.15405746, 'percent_change_90d': 450.13664346, 'market_cap': 1236211394.9267974, 'market_cap_dominance': 0.0468, 'fully_diluted_market_cap': 8895144043.59, 'tvl': None, 'last_updated': '2024-03-26T17:56:00.000Z'}}"
18876,ApeCoin,APE,apecoin-ape,386,2022-03-17T12:26:36.000Z,"['collectibles-nfts', 'content-creation', 'gaming', 'entertainment', 'dao', 'governance', 'metaverse', 'animoca-brands-portfolio']",1000000000.0,604895833.0,1000000000.0,False,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0x4d224452801aced8b2f0aebe155379bb5d594381'}",88,604895833.0,1240864461.1923943,,2024-03-26T17:56:00.000Z,"{'USD': {'price': 2.0513688365785026, 'volume_24h': 71042908.30091438, 'volume_change_24h': -3.2279, 'percent_change_1h': 1.17873031, 'percent_change_24h': -0.37963937, 'percent_change_7d': 8.82008859, 'percent_change_30d': 12.06113337, 'percent_change_60d': 47.91214456, 'percent_change_90d': 17.09467985, 'market_cap': 1240864461.1923943, 'market_cap_dominance': 0.0469, 'fully_diluted_market_cap': 2051368836.58, 'tvl': None, 'last_updated': '2024-03-26T17:56:00.000Z'}}"
1765,EOS,EOS,eos,652,2017-07-01T00:00:00.000Z,"['medium-of-exchange', 'enterprise-solutions', 'smart-contracts', 'eos', 'fenbushi-capital-portfolio', 'galaxy-digital-portfolio', 'dwf-labs-portfolio']",,1121156907.5074,1121156907.5074,True,,90,1121162461.2384,1206535668.2390862,,2024-03-26T17:55:00.000Z,"{'USD': {'price': 1.076147043762405, 'volume_24h': 161762693.7078552, 'volume_change_24h': 12.415, 'percent_change_1h': 0.76237469, 'percent_change_24h': 0.3341416, 'percent_change_7d': 14.08808876, 'percent_change_30d': 35.3866477, 'percent_change_60d': 52.82591888, 'percent_change_90d': 20.32565427, 'market_cap': 1206529691.6078887, 'market_cap_dominance': 0.0457, 'fully_diluted_market_cap': 1206529691.61, 'tvl': None, 'last_updated': '2024-03-26T17:55:00.000Z'}}"
2087,KuCoin Token,KCS,kucoin-token,46,2017-10-24T00:00:00.000Z,"['marketplace', 'centralized-exchange', 'discount-token', 'algorand-ecosystem']",170118638.0,96287258.28879075,143787258.28870675,False,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0xf34960d9d60be18cc1d5afc1a6f012a723a28811'}",91,,,,2024-03-26T17:56:00.000Z,"{'USD': {'price': 12.439140329027882, 'volume_24h': 9291499.71788743, 'volume_change_24h': 259.5296, 'percent_change_1h': -2.10231475, 'percent_change_24h': -14.329141, 'percent_change_7d': -3.10802595, 'percent_change_30d': 16.94455092, 'percent_change_60d': 24.07851799, 'percent_change_90d': 14.26606829, 'market_cap': 1197730717.7516212, 'market_cap_dominance': 0.0453, 'fully_diluted_market_cap': 2116129610.67, 'tvl': None, 'last_updated': '2024-03-26T17:56:00.000Z'}}"
17799,Axelar,AXL,axelar,129,2022-02-02T02:48:14.000Z,"['interoperability', 'ethereum-ecosystem', 'coinbase-ventures-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'galaxy-digital-portfolio', 'base-ecosystem', 'sei-ecosystem']",,609569734.3903409,1141755647.00571,False,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0x467719aD09025FcC6cF6F8311755809d45a5E5f3'}",92,,,,2024-03-26T17:55:00.000Z,"{'USD': {'price': 1.9610841745805463, 'volume_24h': 37093559.99293225, 'volume_change_24h': 2.8831, 'percent_change_1h': 1.34279796, 'percent_change_24h': -2.26487463, 'percent_change_7d': 13.35108204, 'percent_change_30d': 34.02159064, 'percent_change_60d': 111.62442476, 'percent_change_90d': 66.29720475, 'market_cap': 1195417559.4161646, 'market_cap_dominance': 0.0452, 'fully_diluted_market_cap': 2239078930.58, 'tvl': None, 'last_updated': '2024-03-26T17:55:00.000Z'}}"
1376,Neo,NEO,neo,323,2016-09-08T00:00:00.000Z,"['platform', 'enterprise-solutions', 'smart-contracts']",100000000.0,70538831.0,100000000.0,False,,93,,,,2024-03-26T17:55:00.000Z,"{'USD': {'price': 16.174574284416753, 'volume_24h': 48870766.57583727, 'volume_change_24h': 26.4061, 'percent_change_1h': 1.24415332, 'percent_change_24h': 1.55984124, 'percent_change_7d': 15.36106702, 'percent_change_30d': 26.36563907, 'percent_change_60d': 48.10278432, 'percent_change_90d': 14.18439258, 'market_cap': 1140935561.9454193, 'market_cap_dominance': 0.0432, 'fully_diluted_market_cap': 1617457428.44, 'tvl': None, 'last_updated': '2024-03-26T17:55:00.000Z'}}"
1720,IOTA,IOTA,iota,138,2017-06-13T00:00:00.000Z,"['dag', 'medium-of-exchange', 'iot', 'sharing-economy', 'dwf-labs-portfolio']",,3191229882.0,3191229882.0,False,,94,,,,2024-03-26T17:55:00.000Z,"{'USD': {'price': 0.35632085771958694, 'volume_24h': 85452896.35641631, 'volume_change_24h': 202.5531, 'percent_change_1h': 1.38132826, 'percent_change_24h': 4.43845336, 'percent_change_7d': 19.30909617, 'percent_change_30d': 29.85569839, 'percent_change_60d': 45.50855258, 'percent_change_90d': 20.03910142, 'market_cap': 1137101768.7346163, 'market_cap_dominance': 0.043, 'fully_diluted_market_cap': 1137101768.73, 'tvl': None, 'last_updated': '2024-03-26T17:55:00.000Z'}}"
8425,JasmyCoin,JASMY,jasmy,200,2021-02-11T00:00:00.000Z,"['iot', 'ethereum-ecosystem', 'dwf-labs-portfolio']",50000000000.0,49299999677.16958,50000000000.0,False,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0x7420B4b9a0110cdC71fB720908340C03F9Bc03EC'}",95,,,,2024-03-26T17:56:00.000Z,"{'USD': {'price': 0.02260930366732715, 'volume_24h': 260816162.39818683, 'volume_change_24h': 101.625, 'percent_change_1h': 1.22869252, 'percent_change_24h': 4.73064207, 'percent_change_7d': 27.27310168, 'percent_change_30d': 38.0707664, 'percent_change_60d': 334.43816747, 'percent_change_90d': 214.25905188, 'market_cap': 1114638663.5002575, 'market_cap_dominance': 0.0422, 'fully_diluted_market_cap': 1130465183.37, 'tvl': None, 'last_updated': '2024-03-26T17:56:00.000Z'}}"
11156,dYdX (ethDYDX),ETHDYDX,dydx-ethdydx,286,2021-08-03T00:00:00.000Z,"['cosmos-ecosystem', 'decentralized-exchange-dex-token', 'defi', 'derivatives', 'zero-knowledge-proofs', 'three-arrows-capital-portfolio', 'paradigm-portfolio', 'spartan-group']",,295616430.29,536043997.31,False,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0x92d6c1e31e14520e676a687f0a93788b716beff5'}",96,377821714.0,1374481869.576102,,2024-03-26T17:55:00.000Z,"{'USD': {'price': 3.6379112651426437, 'volume_24h': 62834280.31582211, 'volume_change_24h': 14.9408, 'percent_change_1h': 0.35654621, 'percent_change_24h': 3.61037958, 'percent_change_7d': 12.05758018, 'percent_change_30d': 6.01800567, 'percent_change_60d': 36.12814356, 'percent_change_90d': 4.97493479, 'market_cap': 1075426341.9132462, 'market_cap_dominance': 0.0407, 'fully_diluted_market_cap': 1950080496.43, 'tvl': None, 'last_updated': '2024-03-26T17:55:00.000Z'}}"
4846,Kava,KAVA,kava,160,2019-10-25T00:00:00.000Z,"['cosmos-ecosystem', 'defi', 'binance-launchpad', 'binance-labs-portfolio', 'lending-borowing', 'arrington-xrp-capital-portfolio', 'framework-ventures-portfolio', 'hashkey-capital-portfolio', 'injective-ecosystem', 'layer-1', 'dwf-labs-portfolio']",1082860679.0,1082860629.0,1082860629.0,True,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0x0C356B7fD36a5357E5A017EF11887ba100C9AB76'}",97,1082860629.0,1075470758.533075,,2024-03-26T17:56:00.000Z,"{'USD': {'price': 0.9931756033334139, 'volume_24h': 44222576.23596066, 'volume_change_24h': 69.281, 'percent_change_1h': 0.80051434, 'percent_change_24h': 2.51049906, 'percent_change_7d': 10.90069043, 'percent_change_30d': 24.33475292, 'percent_change_60d': 39.08433946, 'percent_change_90d': 6.67934653, 'market_cap': 1075470758.533075, 'market_cap_dominance': 0.0407, 'fully_diluted_market_cap': 1075470808.19, 'tvl': None, 'last_updated': '2024-03-26T17:56:00.000Z'}}"
28683,SATS,1000SATS,sats,32,2023-12-12T07:05:34.000Z,"['brc-20', 'inscriptions']",2100000000000.0,2100000000000.0,2100000000000.0,False,,98,,,,2024-03-26T17:56:00.000Z,"{'USD': {'price': 0.0005101054099474216, 'volume_24h': 39913118.94592476, 'volume_change_24h': -4.3974, 'percent_change_1h': 1.29030507, 'percent_change_24h': -3.56634781, 'percent_change_7d': 10.40863035, 'percent_change_30d': 6.30510627, 'percent_change_60d': 7.35486121, 'percent_change_90d': -35.77664077, 'market_cap': 1071221360.8895853, 'market_cap_dominance': 0.0405, 'fully_diluted_market_cap': 1071221360.89, 'tvl': None, 'last_updated': '2024-03-26T17:56:00.000Z'}}"
7186,PancakeSwap,CAKE,pancakeswap,1364,2020-09-25T00:00:00.000Z,"['collectibles-nfts', 'decentralized-exchange-dex-token', 'defi', 'smart-contracts', 'yield-farming', 'amm', 'binance-smart-chain', 'dex', 'governance', 'aptos-ecosystem']",450000000.0,245287282.89312276,386435965.669004,False,"{'id': 1027, 'name': 'Ethereum', 'symbol': 'ETH', 'slug': 'ethereum', 'token_address': '0x152649eA73beAb28c5b49B26eb48f7EAD6d4c898'}",99,,,0.44978916,2024-03-26T17:55:00.000Z,"{'USD': {'price': 4.353861255376875, 'volume_24h': 150917449.3962295, 'volume_change_24h': -19.9302, 'percent_change_1h': 0.81549056, 'percent_change_24h': -2.21421326, 'percent_change_7d': 13.41967043, 'percent_change_30d': 37.60592096, 'percent_change_60d': 68.75724916, 'percent_change_90d': 27.45651912, 'market_cap': 1067946797.4250343, 'market_cap_dominance': 0.0404, 'fully_diluted_market_cap': 1959237564.92, 'tvl': 2374327569.47235, 'last_updated': '2024-03-26T17:55:00.000Z'}}"
9104,AIOZ Network,AIOZ,aioz-network,68,2021-04-02T00:00:00.000Z,"['media', 'platform', 'ai-big-data', 'distributed-computing', 'smart-contracts', 'video', 'storage', 'web3', 'bnb-chain', 'generative-ai', 'layer-1', 'dwf-labs-portfolio', 'depin']",,1082232400.6456544,1082232400.6456544,False,,100,1082230996.8068497,1050633030.3139364,,2024-03-26T17:55:00.000Z,"{'USD': {'price': 0.9708029370937037, 'volume_24h': 26158929.04138516, 'volume_change_24h': -35.4393, 'percent_change_1h': 3.20348595, 'percent_change_24h': -5.94105019, 'percent_change_7d': 15.32203932, 'percent_change_30d': 201.57296171, 'percent_change_60d': 693.92285619, 'percent_change_90d': 642.28168474, 'market_cap': 1050634393.1647712, 'market_cap_dominance': 0.0397, 'fully_diluted_market_cap': 1050634393.16, 'tvl': None, 'last_updated': '2024-03-26T17:55:00.000Z'}}"
